,Description,NaceCode,Age,Number_of_Activities
4206,"Fabrication d'appareils électriques d'éclairage pour les cycles, les motocycles ou les automobiles: phares, feux tournants, avertisseurs sonores, etc.",2740211,,133
4207,Fabrication d'appareils d'éclairage non électriques,2740207,,177
4208,Fabrication de guirlandes électriques de types utilisés pour la décoration des arbres de Noël,2740206,,230
4209,Fabrication d'appareils d'éclairage extérieur et d'éclairage des voies publiques (à l'exception des feux de signalisation),2740205,,365
4210,Fabrication de projecteurs,2740204,,607
4211,"Fabrication de lampes-réclames, d'enseignes lumineuses, de plaques indicatrices lumineuses, etc.",2740203,,5013
4212,Fabrication de lampes électriques portatives,2740202,,140
4213,"Fabrication de lustres, de lampes de bureau, de lampes de chevet ou de lampadaires d'intérieur, même non électriques",2740201,,459
4214,Fabrication de lampes et de tubes électriques à incandescence ou à décharge,2740101,,105
4215,Production de métaux non ferreux,274,,4
4216,la production de grenailles et de poudres de fer pour le sablage,2735002,,96
4217,la production de ferro-alliages non CECA,2735001,,4
4218,la fabrication de fils d'acier par tréfilage ou étirage à froid,2734001,,86
4219,la fabrication de profilés ouverts par déformation progressive sur machines à galets ou sur presse plieuse de produits laminés plats en acier,2733001,,538
4220,"la fabrication de produits laminés plats en acier, nus ou revêtus, enroulés ou non, d'une largeur n'excédant pas 500 mm (non CECA), obtenus par relaminage à froid de produits plats laminés à chaud",2732001,,620
4221,la fabrication d'accessoires de tuyauterie en acier : .  brides plates ou à collerette forgée en acier .  raccords à souder bout à bout en acier .  raccords filetés et autres accessoires en acier,2722003,,157
4222,"la fabrication de tubes soudés par formage et soudage à froid ou à chaud, par formage et étirage à froid ou par formage et réduction à chaud",2722002,,37
4223,"la fabrication de tubes sans soudure par laminage, filage ou étirage à chaud, ou par étirage ou laminage à froid",2722001,,19
4224,"la fabrication, par moulage, d'accessoires en fonte malléable ou non et en acier dont la jonction s'effectue par vissage pour les accessoires filetés ou par emmanchement ou par boulonnage pour les acc",2721002,,19
4225,la fabrication de tubes en fonte moulée et de tubes en fonte ou en acier coulés par centrifugation,2721001,,9
4226,"Fabrication de piles et de batteries électriques, y compris les batteries pour véhicules à moteur",2720001,,134
4227,"Fabrication de tableaux, panneaux, consoles,pupitres, d'armoires et d'autres supports pour la commande ou la distribution électrique",2712002,,1664
4228,Fabrication de panneaux électriques pour la récupération de chaleur solaire,2711005,,1729
4229,Rebobinage d'électromoteurs et de transformateurs,2711004,,1969
4230,Fabrication de transformateurs électriques,2711003,,220
4231,Fabrication de machines génératrices à courant alternatif,2711002,,156
4232,Fabrication de moteurs à courant alternatif,2711001,,724
4233,"PROD.PROD.LAMINéS à CHAUD/FROID,.",2710401,,71
4234,Sidérurgie et fabrication de ferro-alliages (CECA),27104,,1
4235,PROD. RAILS & MAT. PR VOIES FERR. A CHAUD,2710307,,3
4236,PROD. LINGOTS/AUTRS FORM.PRIM. ET DEM-PROD,2710301,,4
4237,Sidérurgie et fabrication de ferro-alliages (CECA),27103,,1
4238,PROD. FEROMN CARBURé & DE FONTE SPIEGEL,2710201,,11
4239,Sidérurgie et fabrication de ferro-alliages (CECA),27102,,2
4240,PRODUC. DE GAZ DE HAUTS FOURNEAUX,2710104,,24
4241,"PROD. ACIER DE CONVERTISSEURS, FOURS éLEC.",2710103,,72
4242,PRODUC. DE PROD. FERREUX PAR RéDUCTION,2710102,,1
4243,"PROD.FONTE DE FONDERIE, FONTE PR FAB ACIER",2710101,,43
4244,Sidérurgie et fabrication de ferro-alliages (CECA),27101,,2
4245,Métallurgie,27,,26
4246,la fabrication de corindon artificiel,2682007,,33
4247,"la fabrication d'articles d'ornement en onyx, albâtre, etc.",2682006,,7
4248,"la fabrication d'articles en substances minérales diverses: fabrication de mica travaillé et d'ouvrages en mica, en tourbe, en graphite (autres que les articles électriques) etc.",2682005,,4
4249,"la fabrication de matières minérales isolantes: laines de laitier,scories,roche et laines minérales similaires; vermiculite et argiles expansées et matières minérales similaires pour isolants thermiqu",2682003,,7
4250,"la fabrication de garnitures de friction et de pièces non montées pour ces garnitures, à base de substances minérales ou de cellulose",2682002,,32
4251,"la fabrication de fils, de tissus, de feutres et d'articles divers (e.a. vêtements) en fibres d'amiante ou en matière minérales non métalliques similaires",2682001,,6
4252,"la production d'abrasifs naturels ou artificiels, y compris ceux appliqués sur support souple",2681002,,4
4253,la production de meules et de pierres à aiguiser ou à polir,2681001,,15
4254,Fabrication de disques et de bandes vierges pour l'enregistrement de données informatiques,2680002,,362
4255,Fabrication de supports vierges pour l'enregistrement du son ou de l'image,2680001,,337
4256,la production de pierres tombales et de monuments funéraires y compris éventuellement leur pose,2670003,,256
4257,les opérations réalisées sur des pierres brutes fournies par les carriers,2670002,,473
4258,"la taille, le façonnage et le finissage de la pierre destinée à la construction de bâtiments ou de routes, à la couverture de toitures, etc.",2670001,,1404
4259,"la fabrication d'autres ouvrages en béton, en ciment, en plâtre ou en pierre artificielle, sans rapport direct avec la construction: statues,meubles, bas-reliefs,hauts-reliefs, vases, pots de fleurs,",2666001,,23
4260,"la fabrication d'ouvrages en amiante-ciment, cellulose-ciment ou similaires: plaques ondulées ou autres, panneaux, carreaux,tuiles, tuyaux, gaines, réservoirs, auges, bassins, éviers, cruchons, meuble",2665002,,101
4261,"la fabrication de matériaux de construction en substances végétales (laine de bois, paille, roseaux, joncs) agglomérés avec un liant minéral (ciment, plâtre, etc.)",2665001,,119
4262,la fabrication de mortiers en poudre,2664001,,2
4263,la fabrication d'ouvrages en plâtre utilisés en construction: plaques et panneaux,2662001,,75
4264,"la fabrication d'ouvrages préfabriqués en béton, utilisés en construction: tuiles, carreaux, dalles, briques, hourdis creux, plaques, panneaux, tuyaux, piliers, etc.",2661001,,928
4265,"Fabrication d'appareils d'électrodiagnostic tels qu'électrocardiographes, app. de diagnostic par ultrasons, tomodensitomètres à scintillation, installations de résonance magnétique nucléaire, etc.",2660011,,136
4266,"Fabrication d'appareils électriques pour la médecine, l'art dentaire et l'art vétérinaire",2660001,,380
4267,la fabrication de plâtre,2653001,,15
4268,"la fabrication de chaux: chaux vive, chaux éteinte et chaux hydraulique",2652001,,652
4269,"Fabrication d'autres instruments, appareils ou machines de mesure, de contrôle ou d'essais: densimètres, aréomètres, pèse-liquides, thermomètres, baromètres, compte-tours, taximètres, podomètres, etc.",2651006,,176
4270,Fabrication d'appareils et d'instruments optiques de mesure et de contrôle,2651005,,153
4271,"Fabrication de compteurs d'électricité, d'eau, de gaz, d'essence, etc.",2651004,,105
4272,"Fabrication d'instruments et appareils de navigation, de météorologie, de géophysique, etc. (géodésie, océanographie, hydrologie, topographie, arpentage, radars, sonars,etc.)",2651003,,80
4273,Fabrication de microscopes autres qu'optiques et de diffractographes,2651002,,60
4274,"la fabrication de ciments dits ""clinkers"" et de ciments hydrauliques, y compris les ciments portland, les ciments alumineux, les ciments de laitier et les ciments surphosphatés",2651001,,132
4275,"la fabrication de produits divers en terre cuite:  bacs à fleurs, pots, etc.",2640304,,57
4276,la fabrication de tuyaux en grès,2640303,,5
4277,"la fabrication d'éléments de cheminée, tubes, tuyaux, drains, etc., en terre cuite",2640302,,12
4278,la fabrication de hourdis creux en terre cuite,2640301,,52
4279,la fabrication de briques et des briques perforées ou creuses en terre cuite non réfractaire,2640201,,62
4280,la fabrication de tuiles en terre cuite,2640101,,10
4281,"Fabrication de microphones, de hauts-parleurs, d'écouteurs, d'amplificateurs d'audiofréquence et d'appareils d'amplification du son",2640003,,245
4282,"Fabrication d'équipements de reproduction (appareils d'enregistrement ou de reproduction vidéophoniques), y compris les caméscopes",2640002,,251
4283,"Fabrication d'appareils récepteurs de télévision, y compris les moniteurs vidéo et les projecteurs vidéo",2640001,,94
4284,"Fabrication de tuiles, briques et autres produits en terre cuite pour la construction",2640,,6
4285,"Fabrication d'appareils électro-acoustiques tels que interphones, installations d'interprétation simultanée, systèmes électroniques de vote, équipements pour conférences, etc.",2630011,,158
4286,Fabrication d'antennes d'émission,2630003,,63
4287,la fabrication de carreaux et dalles de pavement en céramique non réfractaire,2630002,,450
4288,"la fabrication de carreaux pour le revêtement des murs et des cheminées, d'abacules, en céramique non réfractaire",2630001,,250
4289,"la fabrication d'articles contenant de la magnésite, de la dolomie ou de la chromite",2626005,,3
4290,"la fabrication de cornues, creusets, moufles, busettes, tubes, tuyaux, ... en céramique réfractaire",2626004,,7
4291,la fabrication de briques et dalles réfractaires,2626003,,11
4292,la fabrication d'articles céramiques calorifuges en farines siliceuses fossiles,2626002,,4
4293,"la fabrication de mortiers, de bétons,..., réfractaires",2626001,,77
4294,la fabrications de produits céramiques n.d.a.,2625002,,40
4295,"la fabrication de cruchons et de récipients similaires, de transport ou d'emballage, en céramique",2625001,,8
4296,la fabrication de produits céramiques pour usages chimiques ou industriels,2624001,,17
4297,la fabrication d'isolateurs et pièces isolantes en céramique,2623001,,6
4298,la fabrication d'appareils sanitaires en céramique,2622001,,53
4299,la fabrication de statuettes et objets d'ornementation en céramique autre que la porcelaine,2621202,,56
4300,"la fabrication de vaisselle et autres articles de ménage en faïence, grès ou terre commune",2621201,,109
4301,la fabrication de statuettes et autres objets d'ornementation en porcelaine,2621102,,41
4302,la fabrication de vaisselle et autres articles de ménage en porcelaine,2621101,,86
4303,Fabrication de produits céramiques à usage domestique et ornemental,2621,,55
4304,"Fabrication d'unités périphériques: imprimantes, terminaux, etc.; lecteurs de disques magnétiques ou optiques, machines de mise d'informations sur support sous forme codée",2620002,,700
4305,"Fabrication de machines automatiques de traitement de l'information, y compris les micro-ordinateurs et les machines pour le traitement des textes: unités centrales, interfaces, consoles, etc.",2620001,,1025
4306,Fabrication de produits céramiques autres que pour la construction,262,,62
4307,la fabrication d'isolateurs et pièces isolantes en verre,2615008,,6
4308,"la fabrication de verre en barres, baguettes ou tubes",2615007,,10
4309,la fabrication de pavés de verre pour la construction,2615006,,11
4310,la fabrication de verrerie utilisée en bijouterie de fantaisie,2615005,,26
4311,"la fabrication de verres d'horlogerie, verres d'optique et éléments d'optique non travaillés optiquement",2615004,,125
